Index,item,rating
1998,Have thought about the best way to die.,2
1999,Have thought about writing a suicide note.,1.333333333
2000,Have thoughts of injuring myself.,1.333333333
2001,Have thoughts of murdering people.,1
2002,Have thoughts of torturing or harming others.,1
2003,Have threatened to kill myself.,1
2004,Have time for play and relaxation.,4.666666667
2005,Have to be on guard against spells which strangers may cast upon me.,1.666666667
2006,Have to hurt myself to relieve stress.,1.333333333
2007,Have too little time to do what is needed.,2.333333333
2008,Have too many things to do.,2.333333333
2009,Have too many thoughts that confuse me and others.,2
2010,Have tried to poison myself.,1
2011,Have trouble admitting to mistakes.,1.333333333
2012,Have trouble changing my behavior to suit the situation.,1.333333333
2013,Have trouble coping when something goes wrong.,1.333333333
2014,Have trouble dealing with even the smallest problems.,1.333333333
2015,"Have trouble deciding even simple things, like where to eat dinner.",2
2016,Have trouble getting interested in things.,1.666666667
2017,Have trouble guessing how others will react.,2
2018,Have trouble opening up to people.,2
2019,"Have trouble relaxing, even with family or friends.",1.666666667
2020,Have trouble resisting the temptation of doing forbidden things.,1.333333333
2021,Have trouble throwing away even worthless junk.,2
2022,Have unpredictable emotions and moods.,1.666666667
2023,Have unusual beliefs about the world.,2.666666667
2024,Have urges to cut myself.,1.333333333
2025,Have used confidential information for my own gain.,1
2026,Have used illegal drugs.,1.333333333
2027,Have vandalized other people's property.,1.333333333
2028,Have very high standards for the behavior of others.,2.666666667
2029,Have written a suicide note.,1
2030,Hear sounds from nearby as if they come from far away.,2.666666667
2031,Hear voices talking about me when nobody is really there.,1.333333333
2032,Hear voices that others cannot.,1.666666667
2033,Help my friends.,5
2034,Help others only when there is something in it for me.,1.333333333
2035,"Help people even when I do not want to, because it is the right thing to do.",4.666666667
2036,Helped a neighbor in the last month.,4.666666667
2037,Hide my real intentions.,2.333333333
2038,Hide whatever is important to me.,2.666666667
2039,Hold a grudge.,2
2040,Hold back my opinions.,2
2041,Hold grudges.,1.666666667
2042,Hold myself and others to very high standards.,4
2043,Honor all the vows I have made.,4.666666667
2044,Hope that I am never a nuisance to anyone.,3.666666667
2045,Hug my close friends.,4.333333333
2046,Hurry my work.,2.333333333
2047,Hurt people.,1
2048,Ignore others' expectations.,1.333333333
2049,Ignore signs of danger.,1
2050,Immediately feel sad when hearing of an unhappy event.,3.666666667
2051,Impose my will on others.,2
2052,Impress my friends and family with my ability to plan for the future.,4
2053,"In tasks that I am not prepared for, attach great importance to the possibility of failure.",2.333333333
2054,Indulge in my fantasies.,2.666666667
2055,Inquire about others' well-being.,4.666666667
2056,Insist on getting my way.,2.333333333
2057,Insist that others do things my way.,2
2058,Insult people.,1
2059,Interfere in other people's business.,1
2060,Interrupt others.,1.666666667
2061,Invent problems for myself.,1.666666667
2062,Invent things that can go wrong.,2
2063,Investigate all possibilities.,4.333333333
2064,Involve others in what I am doing.,3.666666667
2065,Joke around a lot.,3
2066,Judge myself more harshly than others do.,2.333333333
2067,Judge people by their appearance.,1.333333333
2068,Jump into things without thinking.,2.333333333
2069,Jump into things.,2.666666667
2070,Just know that I will be a success.,4
2071,Just let things happen.,2.666666667
2072,Keep a cool head.,4.333333333
2073,Keep a lot of anger bottled up inside of me.,1.666666667
2074,Keep a sharp eye on others' work.,3.333333333
2075,Keep improving myself.,5
2076,Keep in the background.,3
2077,Keep in touch with old friends.,4.666666667
2078,Keep my appointments.,4.333333333
2079,Keep my checkbook balanced.,4
2080,Keep my cool.,4.666666667
2081,Keep my distance from strangers.,3.333333333
2082,Keep my emotions under control.,4.666666667
2083,Keep my faith even during hard times.,4.666666667
2084,"Keep my feelings to myself, regardless of how scared I am.",3.333333333
2085,"Keep my feelings to myself, regardless of how unhappy I am.",3.333333333
2086,Keep my hair fashionable.,3.333333333
2087,Keep my happy feelings to myself.,3
2088,Keep my promises.,5
2089,Keep my sense of humor even in gloomy situations.,4.666666667
2090,Keep my thoughts to myself.,3.333333333
2091,Keep myself uninvolved.,2.666666667
2092,Keep myself well-groomed.,3.666666667
2093,Keep old traditions.,3.333333333
2094,Keep on the topic.,4.333333333
2095,Keep others at a distance.,2
2096,Keep people waiting.,1.666666667
2097,Keep promises that I make to myself.,4.666666667
2098,Keep situations under control.,4.666666667
2099,Keep straight right from wrong.,4
2100,Keep the peace.,4
2101,Keep things that I never use.,2.666666667
2102,Keep things tidy.,4.333333333
2103,Keep to myself even when I'm around other people.,3
2104,Keep to myself.,3.666666667
2105,Keep up an appearance.,2
2106,Know how things work.,4.333333333
2107,Know how to apply my knowledge.,5
2108,Know how to captivate people.,4.333333333
2109,Know how to comfort others.,5
2110,Know how to control myself.,5
2111,Know how to convince others.,4
2112,Know how to cope.,4.666666667
2113,Know how to do my job.,4.666666667
2114,Know how to do well on tests.,4.666666667
2115,Know how to enjoy myself.,4
2116,Know how to fly a helicopter.,3.333333333
2117,Know how to get around the rules.,3.333333333
2118,Know how to get things done.,4.666666667
2119,Know how to make something from nothing.,4.666666667
2120,Know how to play the bagpipes.,3
2121,Know immediately what to do.,4.333333333
2122,Know my limitations.,4.333333333
2123,Know my strengths.,5
2124,Know no limits.,2
2125,Know people whose opinions are simply not worth listening to.,2.666666667
2126,Know someone for whom I would do almost anything.,4
2127,Know someone who is absolutely fair and just.,3.666666667
2128,Know someone whom I really care about as a person.,4.333333333
2129,Know someone with whom I feel free to be myself.,4.666666667
2130,Know that anyone who tries can get a job.,4
2131,Know that I am not a special person.,3
2132,Know that I can improve myself.,5
2133,Know that I can live my life in any way I want to.,4.333333333
2134,Know that I wouldn't be any happier if I owned nicer things,3.666666667
2135,Know that I'm a special person.,3.666666667
2136,Know that I'm good because others tell me so.,4
2137,Know that many people helped me to get to where I am today.,4.333333333
2138,Know that modesty doesn't become me.,2.666666667
2139,Know that my achievements will be forgotten after I'm dead.,2.666666667
2140,Know that my anger is a problem.,2
2141,Know that my belief in God / a Higher Power helps me to understand my purpose in life.,3.666666667
2142,Know that my beliefs make my life important.,4
2143,Know that my decisions are correct.,4.333333333
2144,Know that my friends consider me to be impulsive.,1.666666667
2145,Know that my ideas sometimes surprise people.,3.666666667
2146,Know that my life has no strong purpose.,1.666666667
2147,Know that my special qualities will some day be admired.,4.333333333
2148,Know that some others accept my shortcomings.,4.333333333
2149,Know that sometimes my clothes don't match (and I don't care).,3.666666667
2150,Know that the world would be a much better place if I were in charge.,3
2151,Know that there are people in my life who care as much for me as for themselves.,4.333333333
2152,Know that there is someone I trust to help and support me.,4.666666667
2153,Know the answers to many questions.,4
2154,"Know the names of many types of animals, birds, and plants.",4
2155,Know the proper thing to do.,4.666666667
2156,Know what I want.,4.666666667
2157,Know what is essential and what is not.,4.666666667
2158,Know what makes others tick.,4
2159,Know what others are thinking.,4.333333333
2160,Know what to say to make people feel good.,4.666666667
2161,Know what's going on in the world.,4
2162,Lack confidence in what the future holds.,2
2163,Lack the talent for influencing people.,2
2164,Lash out at others when something is bothering me.,1.333333333
2165,Laugh a lot.,4
2166,Laugh aloud.,3.666666667
2167,Laugh and cry at the same time.,3
2168,Laugh at others.,1.333333333
2169,Laugh at the slightest provocation.,3
2170,Laugh my way through life.,4
2171,Laugh out loud if something is funny.,4
2172,Lay down the law to others.,2.333333333
2173,Learn quickly.,5
2174,Learn things at an acceptable rate.,4
2175,Learn things slowly.,2
2176,Leave a mess in my room.,1.333333333
2177,Leave my belongings around.,2
2178,Leave my work undone.,1.333333333
2179,Leave things unfinished.,1
2180,Let bygones be bygones.,4
2181,Let my attention wander off.,2
2182,Let myself be directed by others.,2.333333333
2183,Let myself be influenced by others.,2
2184,Let myself be pushed around.,1
2185,Let myself be taken over by urges to spend or eat too much.,1.333333333
2186,Let myself be talked into doing things.,2.333333333
2187,Let myself be used.,1
2188,Let myself go.,2
2189,Let nothing escape my eye.,3.666666667
2190,Let other people take the credit for my work.,1.666666667
2191,Let others determine my choices.,1.666666667
2192,Let others do the work.,1.666666667
2193,Let others do their own thing.,4.333333333
2194,Let others down.,1
2195,Let others finish what they are saying.,4.333333333
2196,Let others have the credit.,3
2197,Let others make the decisions.,3.333333333
2198,Let others take advantage of me.,1.333333333
2199,Let people pull my leg.,1.666666667
2200,Let people push me around to help them feel important.,2.333333333
2201,Let things get out of hand.,1.666666667
2202,Let things go.,4
2203,Let things just happen to me.,2.333333333
2204,Let things proceed at their own pace.,3.666666667
2205,Lie to get myself out of trouble.,1.666666667
2206,"Lie, cheat, and steal.",1
2207,Like a leisurely lifestyle.,3.333333333
2208,Like a lot of luxury in my life.,3
2209,Like being the authority who has everyone's attention.,2.666666667
2210,Like being the center of attention at a party or a social meeting.,3
2211,Like being well-dressed at all times.,3.333333333
2212,Like bland food.,3
2213,Like displaying my physical abilities even though this may involve danger.,2
2214,Like hard jobs better than easy ones.,4
2215,Like harmony in my life.,4.333333333
2216,Like having authority over others.,2.666666667
2217,Like having secrets.,3
2218,Like hearing views that differ from my own.,4.666666667
2219,Like it when strangers find me sexually appealing.,3.666666667
2220,Like learning about the achievements and creations of great men and women from history.,4.333333333
2221,Like making sexual advances.,2.666666667
2222,Like movies and books about mysteries.,3.333333333
2223,Like music.,3.333333333
2224,Like order.,4
2225,Like people to notice me.,3
2226,Like taking risks.,3
2227,Like the feeling I get when an airplane experiences rough turbulence.,2.333333333
2228,Like the feeling of being startled or shocked.,2
2229,Like things plain and simple.,3.666666667
2230,Like to act on a whim.,2.666666667
2231,Like to add competitive features to all activities.,2.666666667
2232,Like to amuse others.,4
2233,Like to apologize after an argument.,4.333333333
2234,Like to attend ceremonies.,3.333333333
2235,Like to attract attention.,3
2236,Like to be alone.,3
2237,Like to be around children.,3.666666667
2238,Like to be of service to others.,4.666666667
2239,Like to be thought of as a normal kind of person.,4
2240,Like to be viewed as proper and conventional.,3.333333333
2241,Like to be well prepared.,4.333333333
2242,Like to begin new things.,4.333333333
2243,Like to behave spontaneously.,3.333333333
2244,"Like to collect information about things (cars, birds,numbers).",3.666666667
2245,Like to color or style my hair in unconventional ways.,2.666666667
2246,Like to compete and do everything I can to win.,3.666666667
2247,Like to dispense with formalities.,3
2248,Like to do frightening things.,2.333333333
2249,Like to do things for others.,4.666666667
2250,Like to dress differently than everyone else.,3
2251,Like to dress up formally.,3.666666667
2252,Like to exaggerate my troubles.,1.666666667
2253,Like to find out about new and different ideas.,4.333333333
2254,Like to follow a regular schedule.,3.666666667
2255,Like to get lost in thought.,2.333333333
2256,Like to give intoxicants to others.,1.333333333
2257,Like to give orders.,2.666666667
2258,Like to go outside during violent thunderstorms.,2
2259,Like to gossip.,1.666666667
2260,Like to hear myself talk.,2.333333333
2261,Like to help others.,4.666666667
2262,Like to know how things work.,4.333333333
2263,Like to know the news of the world.,4.333333333
2264,Like to laugh out loud.,3.666666667
2265,Like to learn new things.,4.333333333
2266,Like to look at my body.,3
2267,Like to look at myself in the mirror.,3.666666667
2268,Like to organize things.,4.333333333
2269,Like to own things that impress people,3
2270,Like to plan ahead.,4.666666667
2271,Like to please others.,3
2272,Like to putter around the house.,3
2273,Like to read.,4.333333333
2274,Like to show all sides of my emotions to the world.,3.666666667
2275,Like to show off my body.,2.333333333
2276,Like to show-off.,2.333333333
2277,Like to sleep on things before acting.,3.666666667
2278,Like to solve complex problems.,4.333333333
2279,Like to spend time learning new things that do not have anything to do with my studies or work.,4
2280,Like to stand during the national anthem.,4
2281,Like to stand out in a crowd.,3
2282,Like to start fights.,1.666666667
2283,Like to stir up excitement.,3.333333333
2284,Like to take a lot of photographs when I travel.,3.666666667
2285,Like to take it easy.,3.666666667
2286,Like to take my time.,3.666666667
2287,Like to take responsibility for making decisions.,4.666666667
2288,Like to talk about my future plans.,4
2289,Like to talk about myself.,2.666666667
2290,Like to think of new ways to do things.,4.333333333
2291,Like to tidy up.,4.333333333
2292,Like to trick people into doing things for me.,2
2293,Like to turn heads when I walk into a room.,3
2294,Like to visit new places.,4
2295,Like to walk slowly.,3
2296,Like to watch children open presents.,3.666666667
2297,Like to watch figure skating.,3
2298,Like to watch movies that focus on passion and sex.,2.666666667
2299,Like to work as part of a team.,4.666666667
2300,Like variety.,4
2301,Like wild parties.,2.666666667
2302,Listen to my brain rather than my heart.,3.666666667
2303,Listen to my conscience.,5
2304,Listen to my feelings when making important decisions.,3.666666667
2305,Listen to my heart rather than my brain.,2.333333333
2306,"Listen to others, even if I disagree.",4
2307,Live a life of luxury.,3
2308,Live from one day to the next.,2.666666667
2309,Live in a state of poverty.,1.333333333
2310,Live in a world of my own.,3
2311,Live life free of worries or anxiety.,4.333333333
2312,Look after my health by eating well.,4.333333333
2313,Look at myself through others' eyes.,4.333333333
2314,Look at the bright side of life.,4.333333333
2315,Look at the facts.,4.666666667
2316,Look at things from different angles.,4.666666667
2317,Look down on any weakness.,2
2318,Look down on others.,1.333333333
2319,Look for hidden meanings in things.,3.666666667
2320,Look for something to hold on to.,3.333333333
2321,Look forward to each new day.,4.333333333
2322,Look forward to the opportunity to learn and grow.,5
2323,Look on the bright side.,4.666666667
2324,Look sad even on my best days.,1
2325,"Look to God / a Higher Power for support, guidance, and strength.",3.333333333
2326,Lose control over my behavior when I'm emotional.,1.333333333
2327,Lose my temper.,1.666666667
2328,Lose respect for leaders if I disagree with them.,2
2329,Lose sight of what is most important in life.,1.333333333
2330,Lose things.,1.333333333
2331,Love a good fight.,2.666666667
2332,Love action.,3
2333,Love animals.,4
2334,Love beautiful things.,4.333333333
2335,Love change.,3.666666667
2336,Love children.,3.666666667
2337,Love children's art work.,3.666666667
2338,Love children's movies.,3.333333333
2339,Love dangerous situations.,1.666666667
2340,Love excitement.,3
2341,Love flowers.,4
2342,Love large parties.,4
2343,Love life.,5
2344,Love luxury.,2.666666667
2345,Love my enemies.,3.666666667
2346,Love order and regularity.,4
2347,Love roller coasters.,3
2348,Love security.,4
2349,Love surprise parties.,3
2350,Love the feeling of being intimately close with someone.,4.333333333
2351,Love the feeling of sexually arousing others.,2.666666667
2352,Love to be complimented.,4
2353,Love to be the center of attention.,3.333333333
2354,Love to chat.,3.666666667
2355,Love to come up with objections.,2.666666667
2356,Love to daydream.,2.666666667
2357,Love to discuss sexually charged topics.,2
2358,Love to do impressions.,3.333333333
2359,Love to doodle.,3.333333333
2360,Love to dress in outlandish clothes.,2.333333333
2361,Love to eat.,3.666666667
2362,Love to hear about other countries and cultures.,4
2363,Love to help others.,4.666666667
2364,Love to laze in the sun.,3.666666667
2365,Love to learn new things.,5
2366,Love to let others share the spotlight.,4.666666667
2367,Love to look my best.,4.333333333
2368,Love to make other people happy.,4.666666667
2369,Love to meet new people.,4.666666667
2370,Love to read challenging material.,4
2371,Love to reflect on things.,4.333333333
2372,Love to sleep.,3.333333333
2373,Love to spin tall tales.,2.666666667
2374,Love to think up new ways of doing things.,4.333333333
2375,Love to travel to places that I have never been before.,4.333333333
2376,Love to try new foods that I have not eaten before.,4.666666667
2377,Love what I do.,4.666666667
2378,Maintain distance between myself and others.,2.666666667
2379,Maintain high energy throughout the day.,4.333333333
2380,Make a decision and move on.,4
2381,Make a fool of myself.,2.333333333
2382,Make a lot of noise.,1.666666667
2383,Make a mess of things.,1.333333333
2384,Make a point of trying not to hurt others in pursuit of my goals.,4.666666667
2385,Make an issue out of everything.,1.333333333
2386,Make beautiful things.,4.333333333
2387,Make careful choices.,4.333333333
2388,Make careless mistakes.,1.333333333
2389,Make certain that my plans will work.,4
2390,"Make decisions based on facts, not feelings.",3.666666667
2391,Make decisions easily.,3.666666667
2392,Make decisions only after I have all of the facts.,4
2393,Make decisions quickly.,3.333333333
2394,Make decisions slowly.,2.666666667
2395,Make demands on others.,2.333333333
2396,Make difficulties out of nothing.,1.333333333
2397,Make enemies.,1.333333333
2398,Make excuses.,1.666666667
2399,Make friends easily.,4.666666667
2400,Make fun of others behind their backs.,1
2401,Make insightful remarks.,5
2402,Make jokes.,3.666666667
2403,Make lists of things to do.,4
2404,Make many digressions when speaking.,3
2405,Make mistakes on purpose when I resent having to do something.,1.333333333
2406,Make mistakes.,1.666666667
2407,Make my own rules.,3.333333333
2408,Make myself the center of attention.,2.666666667
2409,Make order out of chaos.,4.333333333
2410,Make others feel good.,4.666666667
2411,Make people feel at ease.,5
2412,Make people feel uncomfortable.,1
2413,Make people feel welcome.,5
2414,Make people pay for crossing me.,1.333333333
2415,Make plans and stick to them.,4.666666667
2416,Make problems bigger than they are.,1.333333333
2417,Make rash decisions.,1.333333333
2418,Make up tall stories.,1.666666667
2419,Make well-considered decisions.,4.666666667
2420,Manage to make myself the center of attention.,2.666666667
2421,May hit somebody if they openly disagree with me.,1
2422,Mediate in quarrels.,3.666666667
2423,Meet challenges.,4.333333333
2424,Mess things up.,1.666666667
2425,Might actually enjoy being caught in an earthquake or tornado.,1.333333333
2426,Might enjoy a free fall from an airplane.,1.666666667
2427,Might enjoy the thrill of being lost at sea.,1.333333333
2428,Might enjoy zipping through traffic on a motorcycle.,2
2429,Might get a kick out of the sights and sounds of warfare.,1
2430,Might sometimes seem eccentric.,2.333333333
2431,Misjudge situations.,2
2432,Misrepresent the facts.,1.666666667
2433,Misuse power.,1
2434,Mix up things.,2
2435,Move in a graceful manner.,4
2436,Must try to maintain harmony within my group.,4.333333333
2437,Nag others.,2
2438,Nearly always feel awake and alert.,3.666666667
2439,Need a creative outlet.,3.333333333
2440,Need a lot of explanations.,2.666666667
2441,Need a lot of time to do things.,2
2442,Need a push to get started.,1.666666667
2443,Need affection.,3.333333333
2444,Need others to help run my life.,1.666666667
2445,Need protection.,3
2446,Need reassurance.,3.666666667
2447,Need the approval of others.,2.333333333
2448,Need things explained only once.,4
2449,Need things to be arranged in a particular order.,2.333333333
2450,Need to force and remind myself to smile every day.,2.333333333
2451,Need to know where my spouse or partner is at all times.,1
2452,Need to understand my motives.,3.666666667
2453,Neglect my duties.,1
2454,Neglect to thank others for their help.,1
2455,Never abuse my credit.,3.666666667
2456,Never challenge things.,1.666666667
2457,Never do anything reckless.,4
2458,Never get furious.,4.333333333
2459,Never give up hope.,4.666666667
2460,Never give up.,4.666666667
2461,Never have sexual fantasies or daydreams.,2.666666667
2462,Never remember my dreams.,3
2463,Never resent being asked to do a favor for someone.,4.666666667
2464,Never seek vengeance.,3.666666667
2465,Never spend more than I can afford.,4.666666667
2466,Never splurge.,2.666666667
2467,Never stop talking.,2.333333333
2468,Never want to be thought of as average.,3
2469,Notice contradictions.,4
2470,Notice my emotions.,4.333333333
2471,Notice the way that music is structured,3.333333333
2472,Notice when other people do things for me.,4.333333333
2473,Obstruct others' plans.,1
2474,Offend no one.,4.333333333
2475,Offer help with problems.,4.666666667
2476,Often act in odd or peculiar ways.,2
2477,Often am concerned about diseases I might have.,2
2478,Often am irritated with others.,1.666666667
2479,Often am trying to get back at people.,1.333333333
2480,Often arrive late.,1.666666667
2481,Often become sweaty or flushed when faced with scary situations or people.,2.333333333
2482,Often cannot recall the exact route I took to get somewhere.,2.333333333
2483,Often can't remember what I ate yesterday.,2.333333333
2484,Often can't remember what I did yesterday.,2
2485,Often change plans at the last minute.,1
2486,Often change the facts of a story to make it more interesting.,2
2487,Often do nice things for people.,4.666666667
2488,Often do not know what time it is.,2.666666667
2489,Often do things to be praised.,2.666666667
2490,Often drink too much.,1.333333333
2491,Often eat too much.,1.333333333
2492,Often enjoy singing without inhibitions when walking.,3
2493,Often enjoy telling jokes or behaving in a humorous manner.,4
2494,Often enjoy watching others suffer.,1
2495,Often express doubts.,2.666666667
2496,Often feed homeless people at my front door.,3.666666667
2497,Often feel blue.,2
2498,Often feel disconnected from my own body.,1.666666667
2499,Often feel like I have some physical ailment.,1.666666667
2500,"Often feel like I'm being ""ripped off.""",1.666666667
2501,Often feel like my thoughts make no sense.,1.666666667
2502,"Often feel like others are ""up to something.""",1.333333333
2503,Often feel overwhelmed with rage.,1
2504,Often feel physically fit and mentally alert.,4.333333333
2505,Often feel tired.,2
2506,Often feel too tired to do anything.,1.333333333
2507,Often feel uncomfortable around others.,1.666666667
2508,Often fly to Switzerland.,3
2509,Often forget things.,2
2510,Often forget to put things back in their proper place.,2
2511,Often forget what day it is.,2
2512,Often forget why I walked into a room.,2.333333333
2513,Often get out of things by making up good excuses.,3
2514,Often have a racing heart when things scare me.,2.666666667
2515,Often have disorganized thoughts.,1.666666667
2516,Often have illogical thoughts.,1.666666667
2517,Often have the experience of deja vu.,2.666666667
2518,Often have the feeling that others laugh or talk about me.,2
2519,"Often identify with ""the villain"" in movies.",2
2520,Often ignore my feelings.,1.333333333
2521,Often like to do the first thing that comes to my mind.,1.666666667
2522,Often lose track of time.,2
2523,Often make a fuss.,1.666666667
2524,"Often make big, expensive purchases without thinking of the financial consequences.",1
2525,Often make decisions without regard for the mess they will cause.,1.333333333
2526,Often make last-minute plans.,2.333333333
2527,Often make plans that I do not follow through with.,1.333333333
2528,Often need help.,2.333333333
2529,"Often notice how weather conditions (rain, snow, wind, sunshine) are used to convey the mood of the characters in a movie.",3.333333333
2530,Often refrain from doing something because of my fear of being embarrassed.,1.666666667
2531,Often refrain from doing something I like in order not to be rejected or disapproved of by others.,2
2532,Often see no reason to continue living.,1
2533,"Often ""space out"" and lose track of what's going on.",1.666666667
2534,Often stop in the middle of one activity to start another one.,1.666666667
2535,Often stop to analyze how I'm feeling.,3.666666667
2536,Often suspect that others are trying to exploit me.,1.666666667
2537,Often talk about death and dying.,1.666666667
2538,"Often tell myself that I'll do an activity tomorrow, even when I have enough time to complete it today.",1.666666667
2539,Often think about the possibility of negative outcomes that are not likely to occur.,1.666666667
2540,Often think that I could do more things if it was not for my insecurity or fear.,1.666666667
2541,Often worry about things that turn out to be unimportant.,2
2542,Often worry about things to the extent that my intellectual performance is impaired.,1
2543,Only feel comfortable with friends.,2.333333333
2544,Only get what I want because I work hard for it.,3.666666667
2545,Only look at things from a single angle.,1.666666667
2546,Only pretend to have the best interests of others at heart.,1.666666667
2547,Only talk about my own interests.,2
2548,Only want service from the top-qualified person in the field.,2.666666667
2549,Oppose authority.,1.666666667
2550,Order people around.,2
2551,Overestimate my achievements.,2
2552,Overlook things.,2
2553,Overreact to every little thing in life.,1.333333333
2554,Overuse my credit.,1
2555,Own a formal dress or tuxedo.,3.333333333
2556,Panic easily.,1.666666667
2557,Participate in many activities.,4.333333333
2558,Pay a lot of attention to my feelings.,3.666666667
2559,Pay attention to details.,4.666666667
2560,Pay my bills on time.,4.666666667
2561,Pay no attention to my appearance.,2.333333333
2562,Pay no attention to my own needs.,2
2563,Pay too little attention to details.,2
2564,Perform in public whenever I can.,3.666666667
2565,Persist in seemingly hopeless situations.,4.333333333
2566,Physically intimidate people to get what I want.,1.333333333
2567,Pitch in readily.,3.666666667
2568,Place demands on myself.,3
2569,Plan for the future.,4.666666667
2570,Plan my life based on how I feel.,2.666666667
2571,Plan my life logically.,3.666666667
2572,Play a role in order to impress people.,2
2573,"Play ""mind games"" with others to get what I want.",1.333333333
2574,Play tricks on others.,1.666666667
2575,Plunge into tasks with all my heart.,4.666666667
2576,Point out others' mistakes.,3.333333333
2577,Postpone decisions.,2.333333333
2578,Prefer being alone to risking rejection.,2.333333333
2579,Prefer city life to rural life.,3
2580,Prefer diving to swimming.,3
2581,Prefer fear to boredom.,3
2582,Prefer friends who are excitingly unpredictable.,2.666666667
2583,Prefer going to movies to watching videos at home.,3
2584,Prefer making things myself instead of buying them.,3.333333333
2585,Prefer not to ask for something when I'm not sure I will obtain it.,3
2586,Prefer reading non-fiction to fiction.,3
2587,Prefer reality to fantasy.,3.666666667
2588,Prefer renting or leasing a car to owning one.,2.666666667
2589,Prefer safety over risk.,4
2590,Prefer talking to people about their daily activities rather than their feelings.,3
2591,Prefer that others make the major decisions in my life.,2
2592,Prefer the simple life.,3.666666667
2593,Prefer thrilling activities to staying home to watch TV.,3
2594,Prefer to analyze problems rather than to just describe them.,3.666666667
2595,Prefer to be alone.,2.333333333
2596,Prefer to be around people with a background like mine.,3.333333333
2597,Prefer to be controlled by others.,2
2598,"Prefer to call people ""Mr."" and ""Mrs.""",3.333333333
2599,Prefer to deal with strangers in a formal manner.,3.666666667
2600,Prefer to do everything alone.,2.333333333
2601,Prefer to do things by myself.,3
2602,Prefer to eat at expensive restaurants.,3.333333333
2603,Prefer to just let things happen.,2.666666667
2604,Prefer to let my accomplishments speak for themselves.,4.666666667
2605,Prefer to let my feelings decide what I should do when making important decisions.,2.666666667
2606,Prefer to let others be the center of attention.,3.333333333
2607,"Prefer to ""live in the moment"" rather than plan things out.",2.333333333
2608,Prefer to make my own decisions.,3.666666667
2609,Prefer to observe formalities.,4
2610,Prefer to participate fully rather than view life from the sidelines.,3.666666667
2611,Prefer to play it safe and avoid danger.,4
2612,Prefer to read nonfiction more than fiction.,3
2613,Prefer to spend my free time with family or friends rather than alone.,4.333333333
2614,Prefer to stick with things that I know.,2.333333333
2615,Prefer to take on the leadership role in a group.,4.333333333
2616,Prefer to watch light entertainment shows rather than psychological dramas.,3
2617,Prefer to wear sexually provocative clothing.,2.333333333
2618,Prefer variety to routine.,3.333333333
2619,Pretend to be concerned for others.,2.333333333
2620,Prevent myself from saying mean things.,4.333333333
2621,Prevent things from getting out of hand.,4.666666667
2622,Promise too much.,1.666666667
2623,Protect myself from threat or danger.,4.666666667
2624,Pry into others' personal affairs.,1.666666667
2625,Pull my hair out on purpose.,1.666666667
2626,Purchase only practical things.,4
2627,Push myself very hard to succeed.,4.666666667
2628,Put a new perspective on things.,4.333333333
2629,Put down others' proposals.,1.666666667
2630,Put less emphasis on material things than most people do.,4
2631,Put little time and effort into my work.,1
2632,Put off unpleasant tasks.,1.666666667
2633,Put on a show to impress people.,3.333333333
2634,Put people under pressure.,2
2635,Put up with anything.,2
2636,Put work above pleasure.,3
2637,Quarrel often with others.,1.333333333
2638,Question my ability to do my work properly.,1.666666667
2639,Question others' assumptions.,3.666666667
2640,Quickly forget disagreements.,4.333333333
2641,Quickly get the idea of things.,4.666666667
2642,Quickly lose interest in the tasks I start.,1.666666667
2643,Quickly notice when something is wrong.,4.666666667
2644,Quickly recognize possibilities.,4.666666667
2645,Quickly think up new ideas.,4.333333333
2646,Quit tasks as soon as I get bored.,1.333333333
2647,Radiate joy.,4.333333333
2648,Rarely analyze my emotions.,2.333333333
2649,Rarely become angry at my friends.,4.333333333
2650,Rarely clean house.,2
2651,Rarely complain.,4.333333333
2652,Rarely consider my feelings when making a decision.,2.333333333
2653,Rarely count on good things happening to me.,2
2654,Rarely cry during sad movies.,2.666666667
2655,Rarely enjoy behaving in a silly manner.,3
2656,Rarely enjoy being with people.,2
2657,Rarely enjoy dancing in a spontaneous manner.,2.666666667
2658,Rarely feel angry with people.,4.666666667
2659,Rarely feel depressed.,4.666666667
2660,Rarely feel happy in response to minor events.,2
2661,Rarely feel ill.,4
2662,"Rarely finish doing things before they are actually due (such as paying bills, finishing work).",1.666666667
2663,Rarely get bored because I start daydreaming when things get boring.,3.333333333
2664,Rarely get caught up in the excitement.,4
2665,Rarely get drunk.,4
2666,Rarely get irritated.,4.333333333
2667,Rarely have fantasies that include intricate details.,3
2668,Rarely look for a deeper meaning in things.,2.333333333
2669,Rarely lose my composure.,4.666666667
2670,Rarely notice my emotional reactions.,2
2671,Rarely or never raise my voice in anger.,4.333333333
2672,Rarely overindulge.,4.333333333
2673,Rarely show my anger.,4.333333333
2674,Rarely smile.,1.333333333
2675,Rarely talk about sex.,3.333333333
2676,Rarely think about how I feel.,2
2677,Rarely wear a watch.,3
2678,Rarely worry.,4.333333333
2679,React immediately.,4
2680,React intensely.,2.333333333
2681,React negatively to the minor and major stresses of life.,1.666666667
2682,React quickly.,4.333333333
2683,React slowly.,1.666666667
2684,React strongly to criticism.,2
2685,React strongly when something goes wrong.,2.333333333
2686,React with disbelief.,2.333333333
2687,Read a large variety of books.,4
2688,Read a lot.,4.333333333
2689,Read all the time.,4
2690,Read quickly.,4
